name,wealth,type,company,workplace,gender,age,hometown
陈德军,1130.0,物流,申通快递,上海青浦,先生,54,中国-浙江-杭州
陈建成,1130.0,电气设备、房地产,卧龙控股,浙江绍兴,先生,65,中国-浙江-绍兴
陈文源,1130.0,设备制造,华兴源创,江苏苏州,先生,56,
成三荣,1130.0,汽车配件,沪光股份,江苏苏州,先生,61,
高兴江,1130.0,不锈钢,永兴特钢,浙江湖州,先生,61,中国-浙江-湖州
洪水树,1130.0,设备制造,可成科技,台湾台南,先生,65,中国-台湾-台南
胡扬忠,1130.0,视频监控产品,海康威视,浙江杭州,先生,59,中国-湖北-武汉
江南,1130.0,房地产、工业制造,圣丰,广东广州,先生,61,中国-山东-济南
井贤栋,1130.0,电子商务、金融科技,阿里系,浙江杭州,先生,52,
李斌,1130.0,电动车,蔚来、易车,上海嘉定,先生,50,中国-安徽
李东生,1130.0,家用电器及半导体产品,TCL,广东惠州,先生,67,中国-广东-惠州
李国库,1130.0,餐饮,千喜鹤,北京,先生,未知,
李国庆,1130.0,化纤,荣盛控股,浙江杭州,先生,54,中国-浙江
李卫伟,1130.0,网络游戏,三七互娱,广东广州,先生,47,中国-四川-成都
李永庆,1130.0,化纤,荣盛控股,浙江杭州,先生,60,中国-浙江
梁信军,1130.0,投资,-,上海,先生,56,中国-浙江-台州
刘程宇,1130.0,电力设备,科士达,广东深圳,先生,62,中国-福建-宁德
刘天文,1130.0,软件与信息服务,软通动力,北京,先生,61,
刘晓东,1130.0,香料、酒业,百润,上海浦东,先生,57,
龙大强,1130.0,光伏电池,中润光能,江苏徐州,先生,未知,
罗阳勇,1130.0,钒钛磁铁矿,安宁股份,四川攀枝花,先生,49,
阮水龙,1130.0,化工、钢铁,龙盛,浙江绍兴,先生,89,中国-山东-济宁
沈华,1130.0,半导体,斯达半导,浙江嘉兴,先生,61,
盛百椒,1130.0,鞋业,百丽,广东深圳,先生,72,中国-上海
施崇棠,1130.0,电脑产品,华硕,台湾台北,先生,72,中国-台湾-彰化
苏庆灿,1130.0,医疗服务,华厦眼科,福建厦门,先生,55,
孙怀庆,1130.0,化妆品,丸美,广东广州,先生,55,中国-重庆
孙清焕,1130.0,光学光电,木林森,广东中山,先生,51,中国-江西-宜春
孙喜双,1130.0,房地产、投资,一方,北京,先生,71,中国-吉林
孙勇坚,1130.0,地产、贸易,宝矿,上海闸北,先生,58,
唐敖齐,1130.0,汽车配饰,新泉股份,江苏常州,先生,79,
陶悦群,1130.0,医疗器械制造、销售,欧普康视,安徽合肥,先生,64,
汪力成,1130.0,医药、投资,华立,浙江杭州,先生,64,中国-浙江-杭州
王仕锐,1130.0,医疗服务,医联,四川成都,先生,37,
王文渊,1130.0,化工,台塑,台湾高雄,先生,77,中国-台湾-台北
肖日明,1130.0,电力设备,华明装备,上海,先生,88,中国-上海
许江南,1130.0,医药,天新药业,江西景德镇,先生,62,
许庆奎,1130.0,钢铁、冶金、机械,九羊,山东莱芜,先生,未知,
许月娟,1130.0,化纤,荣盛控股,浙江杭州,先生,未知,中国-浙江
杨元庆,1130.0,计算机服务、投资,联想,北京,先生,60,中国-安徽-合肥
杨长基,1130.0,消费电子产品,金像电子,台湾桃园,先生,未知,
叶德林,1130.0,建筑陶瓷,新明珠,广东佛山,先生,56,中国-广东-佛山
钟德礼,1130.0,鞋业,来亿兴业,台湾台中,未知,未知,
周庆治,1130.0,电池、投资,南都,上海浦东,先生,69,
欧雷强,1100.0,医药,百济神州,北京,先生,56,美国
周志文,1080.0,生物医药,昭衍新药,北京,先生,59,
苗拥军,1070.0,医药制造业,安图生物,河南郑州,先生,57,中国-河南-郑州
曹德风,1060.0,食品和饮料,佳格,台湾台北,先生,79,
曾继疆,1060.0,电子器件制造,宏达电子,湖南株洲,先生,62,中国-湖南
陈慧慧,1060.0,房地产,南丰,香港,女士,65,中国-香港
方玉友,1060.0,化妆品,珀莱雅,浙江杭州,先生,55,中国-浙江-温州
冯国纶,1060.0,物流,利丰,香港,先生,76,中国-广东-江门
顾江生,1060.0,家具,顾家家居,浙江杭州,先生,51,中国-浙江-台州
吉为,1060.0,通信设备,威胜信息,湖南长沙,先生,67,
蒋伟,1060.0,生物医药,昊海生物,上海松江,先生,未知,
柯为湘,1060.0,房地产,保利达,香港,先生,73,中国-广东-潮州
柯希平,1060.0,投资、地产,恒兴实业,福建厦门,先生,64,中国-福建-泉州
李阔,1060.0,母婴产品,白贝壳,浙江杭州,先生,未知,
李添财,1060.0,食品和饮料,金车,台湾台北,先生,86,
李晓华,1060.0,包装盒生产,恩捷股份,云南玉溪,先生,62,中国-云南
刘伟,1060.0,软件和信息技术,佳都科技,广东广州,先生,59,中国-广东-梅州
卢宗俊,1060.0,物流,中谷物流,上海浦东,先生,61,
马斌,1060.0,电气机械和器材,神马,江苏南通,先生,54,
任晋生,1060.0,生物医药,先声药业,江苏南京,先生,62,中国-江苏-南京
茹伯兴,1060.0,工业制造、房地产,百兴,江苏常州,先生,77,中国-江苏-常州
佘英杰,1060.0,电子设备制造,新豪国际,香港,先生,67,
宋卫平,1060.0,房地产,绿城,浙江杭州,先生,66,中国-浙江-绍兴
谭炳照,1060.0,房地产,敏捷,广东广州,先生,60,
谭莉莉,1060.0,饲料,海大,广东广州,先生,未知,
王晖,1060.0,半导体,盛美半导体,上海浦东,先生,63,
王文潮,1060.0,化工,台塑,台湾高雄,先生,73,中国-台湾-台北
王文洋,1060.0,化学原料,宏仁,广东广州,先生,73,中国-台湾-新北
王信文,1060.0,游戏,莉莉丝,上海,先生,37,
王义平,1060.0,汽车零部件,继峰股份,浙江宁波,先生,63,中国-浙江
吴宝田,1060.0,房地产、酒店,丽宝,台湾台北,先生,73,
吴仲毅,1060.0,通信,亿联网络,福建厦门,先生,51,
肖红星,1060.0,电子元件,广合科技,广东广州,未知,未知,中国-海南
徐万茂,1060.0,文具、教育、房地产、金融,华茂,浙江宁波,先生,79,中国-浙江-宁波
闫洪嘉,1060.0,新能源,宇泽,云南楚雄,先生,44,中国-山西-沂州
杨浩涌,1060.0,汽车服务,车好多,北京,先生,50,中国-安徽-合肥
杨秋梅,1060.0,人工智能,商汤科技,北京,未知,未知,
杨钊,1060.0,服装、房地产,旭日企业,香港,先生,77,中国-广东-惠州
杨志茂,1060.0,投资,新世纪科教,广东东莞,先生,61,中国-广东-东莞
俞其兵,1060.0,玻璃,旗滨,浙江宁波,先生,59,中国-浙江
张伟祥,1060.0,钢铁、矿业、船运,建龙,北京,先生,未知,中国-浙江-绍兴
张新,1060.0,电气机械和器材制造,特变电工,新疆昌吉,先生,62,中国-甘肃-武威
李林,1030.0,区块链,火币,北京,先生,42,
方同华,1010.0,医药,珍宝岛药业,黑龙江鸡西,先生,61,中国-安徽-毫州
李晓林,1010.0,房地产、投资,林达,北京,先生,71,中国-北京
邵晓峰,1010.0,电子商务、金融科技,阿里系,浙江杭州,先生,59,中国-浙江-杭州
蔡荣军,1000.0,光电子元器件,欧菲光,广东深圳,先生,52,中国-广东-汕头
陈奇星,1000.0,电子元件,长盈精密,广东深圳,先生,65,
彭永东,1000.0,房地产服务,贝壳,北京,先生,45,
沈汉标,1000.0,耐用消费品,好太太,广东广州,先生,52,中国-广东-汕头
王慧文,1000.0,生活服务,美团,北京,先生,46,
易贤忠,1000.0,生物医药,百奥泰,广东广州,先生,65,中国-湖北
朱一明,1000.0,芯片研发,兆易创新,北京,先生,52,
陈海波,990.0,人工智能,深兰科技,上海,先生,55,中国-江苏-连云港
陈精业,990.0,网络游戏、电商,冬海集团,新加坡,未知,未知,
戴文渊,990.0,人工智能,第四范式,北京,先生,41,中国-江苏-苏州
高毅,990.0,医药零售,益丰药房,湖南长沙,先生,56,中国-湖南-常德
耿建明,990.0,房地产,荣盛,河北廊坊,先生,62,中国-江苏-南京
郭建刚,990.0,小家电,新宝电器,广东佛山,先生,58,中国-广东-佛山
韩玉龙,990.0,餐饮,Manner,上海,先生,39,中国-江苏-南通
侯昌财,990.0,房地产,源昌,福建厦门,先生,68,中国-福建-泉州
黄健,990.0,家电制造,美的,广东佛山,先生,57,中国-湖南-岳阳
黄伟,990.0,房地产、金融,新湖,浙江杭州,先生,65,中国-浙江-温州
黄泽兰,990.0,钨矿,章源钨业,江西赣州,先生,69,中国-江西-赣州
姜雪飞,990.0,印刷电路板,崇达科技,广东深圳,先生,55,中国-辽宁-大连
李国强,990.0,汽车销售,中升控股,辽宁大连,先生,60,
李进,990.0,体育用品、投资,李宁,北京,先生,54,
李振江,990.0,医药,神威,河北石家庄,先生,67,中国-河北-石家庄
李志远,990.0,变压器,金盘科技,海南海口,先生,69,中国-广西-南宁
聂云宸,990.0,餐饮,喜茶,广东深圳,先生,33,
彭军,990.0,自动驾驶技术,小马智行,广东广州,先生,未知,
乔玉华,990.0,煤炭、热电、化工,双欣,内蒙古鄂尔多斯,先生,58,中国-内蒙古-鄂尔多斯
孙伟杰,990.0,石油专用设备,杰瑞石油,山东烟台,先生,61,中国-山东
谭瑞清,990.0,钛白粉,龙佰,河南焦作,先生,58,中国-河南
唐晔,990.0,信息技术,柏楚电子,上海闵行,先生,43,
王锦华,990.0,矿产,金石资源,浙江杭州,先生,61,中国-浙江
王敏文,990.0,半导体,立昂微,浙江杭州,先生,61,中国-浙江
吴崇仪,990.0,汽车零部件,至兴,台湾彰化,先生,65,中国-台湾
徐冠巨,990.0,化工、农业、投资,传化,浙江杭州,先生,63,中国-浙江-杭州
许志翰,990.0,电子器件制造,卓胜微,江苏无锡,先生,52,
薛济萍,990.0,电缆,中天科技,江苏南通,先生,73,中国-江苏-南通
姚其湧,990.0,投资,宏兆,广东深圳,先生,60,
袁菁,990.0,游戏,沐瞳科技,上海,先生,44,
张大中,990.0,投资,大中,北京,先生,76,中国-北京
张晖,990.0,运输,满帮,贵州贵阳,先生,46,中国-江苏
张利钿,990.0,乳业,雅士利,广东潮州,先生,60,中国-广东-潮州
张跃,990.0,环保建筑,远大,湖南长沙,先生,64,中国-湖南-长沙
周国辉,990.0,供应链,怡亚通,广东深圳,先生,59,中国-广东-梅州
周骏,990.0,饮料,景田,广东深圳,先生,未知,
庄奎龙,990.0,化纤,新凤鸣,浙江嘉兴,先生,62,
左宗申,990.0,摩托车、房地产,宗申,重庆,先生,71,中国-重庆
AllanWarburg王沛德,960.0,服装零售,绫致时装,北京,先生,58,丹麦
DanFriis丹飞,960.0,服装零售,绫致时装,北京,先生,55,
丹宏,960.0,面粉,五得利,河北邯郸,先生,未知,
傅明康,960.0,机械配件,日月股份,浙江宁波,先生,61,
邵建雄,960.0,光伏逆变器,禾迈股份,浙江杭州,先生,60,中国-浙江
伍超群,960.0,食品,千禾味业,四川眉山,先生,55,中国-四川-眉山
张德生,960.0,电缆、房地产、医药,万马电线电缆,浙江杭州,先生,75,中国-浙江
康永来,940.0,航天,天兵科技,江苏苏州,未知,未知,
柯桂华,940.0,汽车电子产品,科博达,上海浦东,先生,59,
张华,940.0,农业、造纸、矿产,福华,四川成都,先生,未知,
赵曰岭,940.0,化工,金岭,山东东营,先生,72,中国-山东
丁锋,930.0,充电桩,星星充电,江苏常州,先生,58,
邵丹薇,930.0,充电桩,星星充电,江苏常州,女士,42,中国-江苏-常州
夏曙东,930.0,智能交通,千方科技,北京,先生,52,中国-湖北-黄冈
袁桂宝,930.0,房地产、园林,鸿宝集团,河南郑州,先生,未知,
赵鹏,930.0,招聘网站,BOSS直聘,北京,先生,54,中国-山西-长治
包松安,920.0,房地产、投资,亿联投资,天津,先生,未知,中国-浙江-温州
曹骥,920.0,锂电池,杭可科技,浙江杭州,先生,72,中国-浙江
陈邦栋,920.0,输配电设备,思源电气,上海闵行,先生,54,
陈保华,920.0,医药,华海药业,浙江台州,先生,62,中国-浙江-台州
陈竞宏,920.0,汽车零部件,华达科技,江苏泰州,先生,78,
程涌,920.0,高密度印制电路板,奥士康,广东深圳,先生,50,中国-湖南-沅江
邓耀升,920.0,房地产,升域,香港,先生,38,中国-香港
丁永强,920.0,光伏设备,古瑞瓦特,广东深圳,先生,44,中国-湖北-随州
董清世,920.0,玻璃,信义,香港,先生,58,
何中林,920.0,锂电池材料,融通,湖北黄石,先生,56,
李朝旺,920.0,生活卫生产品,维达国际,香港,先生,66,中国-广东-江门
李海周,920.0,电气设备,兆威机电,广东深圳,先生,54,中国-广东-梅州
李强,920.0,化妆品,百雀羚,上海,先生,未知,
李思廉,920.0,投资、房地产,富力地产,广东广州,先生,67,中国-香港
李小勤,920.0,家具,匠心家居,江苏常州,先生,53,中国-浙江-杭州
李新炎,920.0,重型工程用车,中国龙工,上海松江,先生,73,中国-福建-泉州
励建立,920.0,锂电池结构件,科达利,广东深圳,先生,52,
廖杰远,920.0,医疗服务,微医,浙江杭州,先生,未知,
刘明辉,920.0,能源,中国燃气,香港,先生,61,中国-香港
刘庆峰,920.0,软件和信息技术服务业,科大讯飞,安徽合肥,先生,51,中国-安徽-宣城
刘先兵,920.0,陶瓷材料,珂玛科技,江苏苏州,未知,未知,
刘修才,920.0,生物材料,凯赛生物,上海浦东,先生,67,
陆永华,920.0,太阳能,林洋能源,江苏南通,先生,61,中国-江苏-南通
罗康瑞,920.0,房地产,瑞安,香港,先生,76,中国-香港
吕培榕,920.0,投资、房地产、服装,大帝,福建泉州,先生,65,中国-福建-泉州
明再远,920.0,天然气,新天然气,新疆乌鲁木齐,先生,61,中国-四川-德阳
欧亚平,920.0,天然气、房地产,百仕达,香港,先生,62,中国-湖南-长沙
邱建林,920.0,化纤,恒逸,浙江杭州,先生,61,中国-浙江
邱敏秀,920.0,机电设备,晶盛机电,浙江绍兴,先生,79,
邱祥娟,920.0,化纤,恒逸,浙江杭州,先生,未知,中国-浙江
邱奕博,920.0,化纤,恒逸,浙江杭州,先生,37,中国-浙江
裘国根,920.0,投资,重阳投资,上海浦东,先生,55,中国-浙江-绍兴
孙毅,920.0,清洁能源装备,浙富控股,浙江杭州,先生,57,中国-浙江
王建沂,920.0,光纤光缆,富通,浙江杭州,先生,61,中国-浙江
王文城,920.0,石材、房地产,大中,广东东莞,先生,未知,中国-广东
温纯青,920.0,烟草、房地产、白酒,大百汇,广东深圳,先生,53,中国-广东-梅州
吴波,920.0,机械装备制造,埃斯顿,江苏南京,先生,70,中国-江苏-南京
吴昕阳,920.0,房地产,新光三越,台湾台北,先生,未知,中国-台湾-台北
熊小川,920.0,医疗机械,美好创亿,广东深圳,先生,58,
徐旭东,920.0,汽车零部件,旭升汽车技术,浙江宁波,先生,54,
姚俊良,920.0,煤炭,美锦能源,山西太原,先生,71,
詹国海,920.0,石油化工,鑫海控股,河北沧州,先生,56,
张波,920.0,生活服务,美团,北京,先生,未知,
张近东,920.0,零售、房地产,苏宁,江苏南京,先生,61,中国-江苏-南京
张思民,920.0,医药、房地产,海王,广东深圳,先生,62,中国-吉林-长春
张轩松,920.0,超市零售,永辉,福建福州,先生,53,中国-福建-福州
折生阳,920.0,金属增材制造,铂力特,陕西西安,先生,69,中国-陕西-西安
钟志平,920.0,消费品,创科实业,香港,先生,71,中国-澳门
周伟建,920.0,墙面保护装饰,美涂士,广东广州,先生,未知,
朱敏,920.0,投资,赛伯乐,浙江杭州,先生,76,中国-浙江-宁波
宗艳民,920.0,半导体材料,天岳先进,山东济南,先生,60,
褚健,890.0,软件系统,中控技术,浙江杭州,先生,61,
樊铮,890.0,新能源汽车,理想汽车,北京,先生,45,中国-上海
黄关林,890.0,纺织、服装,申洲针织,浙江宁波,先生,58,中国-浙江
石毅峰,890.0,生物制药,爱美客,北京,先生,50,中国-山西-晋中
王斌,890.0,餐饮连锁,书亦餐饮,四川成都,先生,38,中国-湖南
程先锋,870.0,医药,亿帆鑫富,浙江杭州,先生,56,
戴珊,870.0,电子商务、金融科技,阿里系,浙江杭州,先生,48,
石克荣,870.0,食品,汇福,河北廊坊,先生,67,中国-河北-廊坊
寿柏年,870.0,物业管理,绿城服务,浙江杭州,先生,62,中国-浙江-绍兴
吴泳铭,870.0,电子商务、金融科技,阿里系,浙江杭州,先生,49,
赵彤彤,870.0,连锁酒店,华住,上海闵行,先生,未知,
贾国龙,860.0,餐饮,西贝,北京,先生,57,中国-内蒙古-巴彦淖尔
姜龙,860.0,声学及多媒体产品,歌尔股份,山东潍坊,先生,50,
徐观宝,860.0,化工、农业、投资,传化,浙江杭州,先生,67,中国-浙江-杭州
尤金焕,860.0,化工、铝业、投资,华峰,浙江温州,先生,未知,
赵凯,860.0,投资、房地产,成都环球世纪,四川成都,先生,未知,
蔡开云,850.0,白酒,稻花香,湖北宜昌,先生,52,
陈睿,850.0,视频弹幕网站,哔哩哔哩,上海杨浦,先生,46,中国-四川-成都
杜伟民,850.0,生物医药,康泰生物,广东深圳,先生,61,中国-江西-南昌
辜侯天仪,850.0,水泥,台泥,台湾台北,先生,未知,
胡鹍辉,850.0,生物科技,亚辉龙,广东深圳,先生,33,中国-广东-深圳
黄金祥,850.0,农药化肥、房地产,安徽广信,安徽宣城,先生,59,中国-安徽-宣城
金鑫,850.0,钢结构产品,大金重工,辽宁阜新,先生,57,
柯利明,850.0,娱乐,中国儒意,香港,未知,未知,
赖国贵,850.0,摩托车,春风控股集团,浙江杭州,先生,60,
李杰,850.0,物流快递,极兔速递,印度尼西亚雅加达,先生,49,中国-四川
李凯莉,850.0,殡葬服务,龙岩,台湾新北,女士,未知,
李平,850.0,矿业开发、冶金贸易,天高,广东广州,先生,60,中国-江西-赣州
李咏怡,850.0,环保,粤丰环保,广东东莞,女士,未知,
梁桐灿,850.0,建筑陶瓷,宏宇,广东佛山,先生,未知,中国-广东-佛山
刘宝林,850.0,医药流通,九州通,湖北武汉,先生,71,中国-湖北-孝感
楼天城,850.0,自动驾驶技术,小马智行,广东广州,先生,未知,
鲁楚平,850.0,工业电机,大洋电机,广东中山,先生,59,中国-湖北-孝感
吕绍林,850.0,自动化设备,博众精工,江苏苏州,先生,51,中国-湖南-邵阳
缪双大,850.0,空调设备,双良,江苏无锡,先生,73,中国-江苏-无锡
沈波,850.0,投资,分布式资本,上海虹口,先生,61,
苏如春,850.0,房地产、建筑、投资,华邦,广东广州,先生,56,
孙中伟,850.0,便携储能电池、太阳能,华宝新能,广东深圳,先生,46,中国-山东
童文红,850.0,电子商务、金融科技,阿里系,浙江杭州,先生,54,
王佳,850.0,网络安全,启明星辰,北京,先生,55,中国-云南-昆明
王建东,850.0,钢铁,中建融东,河北邯郸,先生,52,中国-河北-邯郸
王明鎏,850.0,投资、区块链、游戏,毛球科技,四川成都,先生,41,中国-四川-成都
王铭祥,850.0,石油化工,东华能源,江苏南京,先生,46,中国-江苏-南通
王维东,850.0,自动化设备,赢合科技,广东深圳,先生,47,中国-甘肃-酒泉
王霄锟,850.0,餐饮连锁,茶百道,四川成都,先生,41,
王跃旦,850.0,家用电器,富佳实业,浙江宁波,先生,71,
王泽龙,850.0,钛白粉,中核钛白,广东广州,先生,未知,
谢剑辉,850.0,汽车服务，产业园区,富兴,湖南长沙,先生,未知,
徐进,850.0,白酒,口子窖,安徽淮北,先生,59,
徐少春,850.0,财务软件,金蝶国际,广东深圳,先生,61,中国-湖南-益阳
杨受成,850.0,房地产,英皇,香港,先生,80,中国-香港
袁莉萍,850.0,生物医药,康泰生物,广东深圳,先生,53,
张清森,850.0,电子配件,绿联科技,广东深圳,未知,未知,
张勇,850.0,电子商务、金融科技,阿里系,浙江杭州,先生,未知,
张重兴,850.0,工业机械,台湾精锐,台湾台中,未知,未知,
赵满堂,850.0,矿业、酒店,盛达,甘肃兰州,先生,64,中国-甘肃-天水
赵延平,850.0,卫星导航,华测导航,上海青浦,先生,56,中国-吉林
甄荣辉,850.0,互联网服务,51job,上海静安,先生,62,中国-香港
周旭明,850.0,化学品原料,科思股份,江苏南京,先生,51,
陈泽民,830.0,食品,三全食品,河南郑州,先生,81,中国-重庆-江津
刘德,830.0,北京,小米,北京,先生,未知,
姚劲波,830.0,生活服务,58同城,北京,先生,48,中国-湖南-益阳
张亚,830.0,微波电子器件,国光电气,四川成都,先生,55,
赵鸿飞,830.0,智能终端操作系统,中科创达,北京,先生,50,
吕建明,820.0,医疗器械,通策医疗,浙江杭州,先生,59,中国-浙江
申东日,820.0,服装,朗姿,北京,先生,52,中国-黑龙江-绥化
王德根,820.0,畜牧业、教育,德康农牧,四川成都,先生,53,中国-四川
吴城,820.0,矿业,国城,北京,先生,未知,
吴凯庭,820.0,电子信息产品,万利达,福建漳州,先生,未知,中国-福建-漳州
谢识才,820.0,合金材料,博威合金,浙江宁波,先生,63,中国-浙江-杭州
余海军,820.0,汽车销售,宝利德,浙江杭州,先生,50,中国-浙江-绍兴
周华松,820.0,淋浴设备,松霖科技,福建厦门,先生,58,
周文,820.0,塑料制造、汽车配件,普利特,上海青浦,先生,59,
陈学利,800.0,医疗器械,威高,山东威海,先生,73,
苏增福,800.0,厨具、投资,苏泊尔,浙江杭州,先生,84,中国-浙江-台州
王富济,800.0,医药,片仔癀,福建漳州,先生,未知,
吴惠芳,800.0,钢铁,永钢,江苏苏州,先生,未知,中国-江苏-
吴永华,800.0,体育用品,安踏,福建厦门,先生,54,中国-福建
钟培峰,800.0,电子,晶晨股份,上海浦东,先生,61,
周俊杰,800.0,餐饮设备,银都股份,浙江杭州,先生,56,
刘姗姗,790.0,半导体,摩尔线程,北京,女士,未知,
陈妙林,770.0,房地产,开元旅业,浙江杭州,先生,72,中国-浙江-杭州
陈清州,770.0,专业无线通信设备,海能达,广东深圳,先生,59,中国-福建-泉州
陈育宣,770.0,电子元件连接器,电连技术,广东深圳,先生,58,中国-江西-九江
陈卓贤,770.0,投资、房地产,雅居乐,广东广州,先生,57,中国-广东-中山
邓颖忠,770.0,生活用纸,中顺洁柔,广东中山,先生,73,中国-广东
郭振宇,770.0,护肤品,贝泰妮,云南昆明,先生,61,中国-云南-昆明
何德佑,770.0,电子元件,嘉泽端子,台湾基隆,未知,未知,
何亚民,770.0,机械制造,利君股份,四川成都,先生,67,中国-四川
花轩德,770.0,医药,中贝九洲,浙江台州,先生,81,中国-浙江-台州
黄炳文,770.0,印刷,东风印刷,广东汕头,先生,70,
黄善兵,770.0,半导体器件,捷捷微电,江苏南通,先生,68,
黄婉茹,770.0,基础建设、房地产,联泰,广东汕头,先生,未知,
江淦钧,770.0,家具,索菲亚,广东广州,先生,60,中国-广东-广州
姜桂廷,770.0,设备制造,景津环保,山东德州,先生,66,
蒋锦志,770.0,投资,景林资产,上海浦东,先生,未知,
金磊,770.0,生物制药,长春高新,吉林长春,先生,59,
黎经华,770.0,家具零售,罗浮宫家居,广东佛山,先生,62,
李建华,770.0,地板,威华,广东广州,先生,71,中国-广东-梅州
李文美,770.0,快速诊断试剂,万孚生物,广东广州,先生,62,中国-吉林-长春
李学凌,770.0,游戏、语音软件,欢聚时代,广东深圳,先生,51,
李缜,770.0,电池、房地产、影视、投资,国轩高科,安徽合肥,先生,60,
林海川,770.0,仓储物流,宏川,广东东莞,先生,52,中国-广东-东莞
吕大龙,770.0,投资,韦尔股份,上海浦东,先生,未知,
马国林,770.0,化工,卫星石化,浙江嘉兴,先生,60,中国-浙江
孟庆南,770.0,通信设备元件,武汉凡谷,湖北武汉,先生,66,中国-湖北
潘龙泉,770.0,电动工具,泉峰,江苏南京,先生,61,
彭浩,770.0,通信部件,信维通信,广东深圳,先生,57,中国-陕西-咸阳
瞿晓铧,770.0,光伏设备,阿特斯,江苏苏州,先生,60,
商晓波,770.0,金属结构制造业,鸿路钢构,安徽合肥,先生,50,中国-浙江-绍兴
束小龙,770.0,餐饮,老乡鸡,安徽合肥,先生,36,中国-安徽-合肥
孙永根,770.0,化纤,天圣控股,浙江绍兴,先生,53,中国-浙江-绍兴
汪东颖,770.0,打印设备,纳思达,广东珠海,先生,58,中国-甘肃-兰州
王刚,770.0,物流,满帮,贵州贵阳,先生,48,
王坚,770.0,电子商务、金融科技,阿里系,浙江杭州,先生,62,
王俊,770.0,医疗大数据、基因检测,碳云、华大基因,广东深圳,先生,48,
伍亚林,770.0,汽车零部件,博俊科技,江苏苏州,先生,57,中国-福建-莆田
谢秉政,770.0,服装,比音勒芬,广东广州,先生,55,中国-浙江-温州
杨文龙,770.0,医药,仁和药业,江西宜春,先生,62,中国-江西-宜春
姚文琛,770.0,文娱,姚记扑克,上海,先生,73,
张学武,770.0,食品制造,盐津铺子,湖南长沙,先生,50,
张学政,770.0,半导体,闻泰科技,浙江嘉兴,先生,49,
张镇潮,770.0,财税软件,税友股份,浙江杭州,先生,57,
赵轶,770.0,半导体设备,长川科技,浙江杭州,先生,48,中国-浙江
郑元豹,770.0,工业电器、房地产、投资,人民电器,浙江温州,先生,66,中国-浙江-温州
钟声坚,770.0,房地产,仁恒,上海浦东,先生,66,中国-广东-汕尾
周光平,770.0,智能硬件与技术、投资,小米,北京,先生,未知,
周剑,770.0,智能制造装备,迈为股份,江苏苏州,先生,48,
杜越新,760.0,投资、拍卖,嘉德,北京,先生,未知,
耿殿根,760.0,电信运营,光环新网,北京,先生,68,
卢荣富,760.0,通信,亿联网络,福建厦门,先生,53,
徐子泉,760.0,软件与信息服务,捷成,北京,先生,66,
奥凤廷,750.0,煤炭、热电、铝合金,蒙泰,内蒙古鄂尔多斯,先生,65,
代田田,750.0,信息技术,柏楚电子,上海闵行,先生,41,
丁水波,750.0,体育用品,特步,福建厦门,先生,54,中国-福建-泉州
刘满世,750.0,煤炭,满世,内蒙古鄂尔多斯,先生,75,中国-内蒙古
邱达强,750.0,石油化工,富地石油,香港,先生,62,中国-香港
施清岛,750.0,纺织材料,台华新材,浙江嘉兴,先生,59,
吴英,750.0,新材料,美畅,陕西咸阳,先生,60,
谢可滔,750.0,教育,中教,香港,先生,60,
熊晓鸽,750.0,投资,IDG资本,北京,先生,69,中国-湖南-湘潭
徐小平,750.0,投资,真格,北京,先生,68,中国-江苏-泰兴
